userIncorrect,answer3Script,answer1Audio,answer1,answer3,answer2,testDate,isAnswered,testType,id,levelName,directionsAudio,answer3Audio,multiItemID,section,isCorrect,question,userCorrect,questionScript,multiItemQIDs,answer4,test,typeName,questionAudio,type,questionNumber,typeID,levelNumber,multiItem,testNumber,itemAudio,itemScript,correctAnswer,key,answer1Script,directions,sectionNumber,answer4Audio,isMultiItem,answer4Script,level,createdDateTime,sectionName,item,points,answer2Script,userAnswering,answer2Audio
,,,"네, 공부를 해요.","네, 공부가 아니에요.","아니요, 공부예요.",,,,37003,,,,,,,"<div class=""dialogue"">가: 공부를 해요?</div>
<div class=""dialogue"">나: _____________________________</div>",,,,"아니요, 공부를 좋아해요.",,,t22-l1-p3b-q03-e,,0,,,,,,,1,37003,,,,,,,,2011-07-11T22:33:53,,,,,,
,,,오늘 오전에 이사를 했습니다.,친구들이 이사를 도와주었습니다.,이사는 시간이 많이 걸렸습니다.,2011-04-17T00:00:00,True,international,37004,Elementary,t22-l1-p3b-q23-d,,,36001,True,,3,"<div class=""dialogue"">여자: 지호 씨, 어제 도와줘서 너무 고마웠어요.</div>
<div class=""dialogue"">아니에요. 저는 별로 힘들지 않았어요. 
수미 씨는 이사하고 피곤하지 않았어요?</div>
<div class=""dialogue"">이사가 빨리 끝나서 괜찮았어요. 
참, 이사를 도와준 친구들을 주말에 초대하려고 하는데 올 수 있어요?</div>
<div class=""dialogue"">그럼요. 꼭 갈게요.</div>",,지난 주말에 친구들을 초대했습니다.,22003,listen pick matching content 3pts,t22-l1-p3b-q24,42007,24,42007,1,,22,,,3,37004,,※ [23~24] 다음을 듣고 대화 내용과 같은 것을 고르십시오. (각 3점),3,,False,,31001,2011-07-11T23:19:48,Listening,,3,,,
2,,,저는 노래를 잘합니다.,저는 노래를 잘 부르고 싶습니다.,저는 노래 연습을 좋아합니다.,2011-04-17T00:00:00,True,international,37014,Elementary,,,,40014,False,"(4점)
<div class=""boxedpart""><p class=""indent"">
저는 노래를 좋아합니다. 
그런데 노래를 잘 못 부릅니다. 
그래서 매일 노래 연습을 합니다.
</p></div>",3,,,저는 매일 노래를 부르고 싶습니다.,22003,read choose main idea,,37013,48,37013,1,,22,,,3,37014,,※ [48~50] 다음을 읽고 중심 생각을 고르십시오.,4,,False,,31001,2011-07-12T20:35:53,Reading,,4,,True,
,,,어렵게,힘들게,반갑게,2011-04-17T00:00:00,,international,37016,Elementary,,,36021,40014,,㉠에 들어갈 알맞은 말을 고르십시오. (3점),,,"[37016L, 38024L]",즐겁게,22003,read and answer 51-52,,38023,51,38023,1,36021,22,,,4,37016,,※ [51~52] 다음을 읽고 물음에 답하십시오.,4,,True,,31001,2011-07-12T20:53:27,Reading,"<p class=""indent"">
요즘 많은 사랑을 받고 있는 미술관이 있습니다. 
여기에서는 그림을 손으로 만질 수도 있고 사진을 찍을 수도 있습니다. 
음식을 먹으면서 친구들과 큰 소리로 이야기해도 됩니다. 
그리고 그림을 직접 그려 볼 수도 있습니다. 
이 미술관에서는 누구든지 ( ㉠ ) 구경할 수 있습니다.
</p>",3,,,
,,,그러면,그리고,그래서,2011-04-17T00:00:00,,international,37021,Elementary,,,37020,40014,,㉠에 들어갈 알맞은 말을 고르십시오. (4점),,,"[37021L, 42018L]",그렇지만,22003,read and answer 57-58,,39016,57,39016,1,37020,22,,,4,37021,,※ [57~58] 다음을 읽고 물음에 답하십시오.,4,,True,,31001,2011-07-12T21:07:42,Reading,"<p class=""indent"">
소금을 많이 넣은 음식은 건강에 좋지 않습니다. 
( ㉠ ) 소금이 우리 생활에서 좋게 사용되는 경우도 있습니다. 
이를 닦을 때 소금물을 사용하면 감기에 쉽게 걸리지 않습니다. 
그리고 어깨가 아플 때는 소금을 뜨겁게 해서 어깨 위에 두면 좋습니다.
</p>",4,,,
,,,노,초,소,2011-04-17T00:00:00,True,international,38001,Elementary,t22-l1-p3b-q01-d,,,36001,True,(3점),3,( 초 )가 있어요.,,코,22003,listening for word,t22-l1-p3b-q01,37002,1,37002,1,,22,,,3,38001,,※ [1~2] 다음을 듣고 &lt;보기&gt;와 같이 ( )에 알맞은 것을 고르십시오.,3,,False,,31001,2011-07-11T22:25:39,Listening,,3,,True,
,,,"네, 공항이에요.","아니요, 공항에 안 가요.","네, 공항에 있어요.",2011-04-17T00:00:00,True,international,38003,Elementary,t22-l1-p3b-q03-d,,,36001,True,(4점),3,"<div class=""dialogue"">여자: 공항에 가요?</div>
<div class=""dialogue"">남자: _____________________________</div>",,"아니요, 공항에 없어요.",22003,listen and respond,t22-l1-p3b-q04,36002,4,36002,1,,22,,,3,38003,,※ [3~6] 다음을 듣고 &lt;보기&gt;와 같이 물음에 맞는 대답을 고르십시오.,3,,False,,31001,2011-07-11T22:35:24,Listening,,4,,,
,,,어서 오세요.,잘 부탁합니다.,안녕히 가세요.,,,,38004,,,,,,,"<div class=""dialogue"">가: 맛있게 드세요.</div>
<div class=""dialogue"">나: ______________________________</div>",,,,잘 먹겠습니다.,,,t22-l1-p3b-q07-e,,0,,,,,,,4,38004,,,,,,,,2011-07-11T22:42:53,,,,,,
,,,공원,박물관,식당,2011-04-17T00:00:00,True,international,38005,Elementary,t22-l1-p3b-q09-d,,,36001,True,(3점),4,"<div class=""dialogue"">여자: 이 소포를 보내고 싶어요.</div>
<div class=""dialogue"">남자: 이쪽으로 주세요. 어디로 보내세요?</div>",,우체국,22003,listen choose setting,t22-l1-p3b-q10,39003,10,39003,1,,22,,,4,38005,,※ [9~11] 여기는 어디입니까? &lt;보기&gt;와 같이 알맞은 것을 고르십시오.,3,,False,,31001,2011-07-11T22:51:34,Listening,,3,,True,
,,,시간,요일,날씨,2011-04-17T00:00:00,True,international,38006,Elementary,t22-l1-p3b-q12-d,,,36001,True,,4,"<div class=""dialogue"">남자: 내일이 며칠이에요?</div>
<div class=""dialogue"">여자: 5월 17일이에요.</div>",,날짜,22003,listen choose topic 3pts,t22-l1-p3b-q13,40003,13,40003,1,,22,,,4,38006,,※ [12~14] 다음은 무엇에 대해 말하고 있습니까? &lt;보기&gt;와 같이 알맞은 것을 고르십시오. (각 3점),3,,False,,31001,2011-07-11T22:57:07,Listening,,3,,True,
,,,남자는 사진을 찍을 겁니다.,남자는 학생증을 잃어버렸습니다.,여자는 사진을 찾으러 갑니다.,2011-04-17T00:00:00,True,international,38009,Elementary,t22-l1-p3b-q18-d,,,36001,True,(3점),4,"<div class=""dialogue"">남자: 수미 씨, 어디 가세요?</div>
<div class=""dialogue"">여자: 학생증 사진을 찍으러 가요.</div>
<div class=""dialogue"">왜요? 학생증 잃어버렸어요?</div>
<div class=""dialogue"">네. 어제 잃어버렸어요.</div>",,여자는 학생증을 다시 만들 겁니다.,22003,listen pick matching content,t22-l1-p3b-q19,42005,19,42005,1,,22,,,4,38009,,※ [18~22] 다음을 듣고 &lt;보기&gt;와 같이 대화 내용과 같은 것을 고르십시오.,3,,False,,31001,2011-07-11T23:11:47,Listening,,3,,True,
4,,,남자는 태권도를 못 합니다.,여자는 남자에게 태권도를 가르쳤습니다.,남자는 태권도를 배우고 싶어합니다.,2011-04-17T00:00:00,True,international,38010,Elementary,t22-l1-p3b-q18-d,,,36001,False,(3점),2,"<div class=""dialogue"">여자: 어서 오세요. 어떻게 오셨어요?</div>
<div class=""dialogue"">남자: 다음 달부터 태권도 수업을 받고 싶은데요.</div>
<div class=""dialogue"">여자: 전에 태권도 배운 적이 있으세요?</div>
<div class=""dialogue"">남자: 두 달 정도 배운 적이 있지만 잘 못해요.</div>",,여자는 남자와 같이 태권도를 배우고 있습니다.,22003,listen pick matching content,t22-l1-p3b-q22,42005,22,42005,1,,22,,,2,38010,,※ [18~22] 다음을 듣고 &lt;보기&gt;와 같이 대화 내용과 같은 것을 고르십시오.,3,,False,,31001,2011-07-11T23:16:39,Listening,,3,,True,
,,,남자는 연극 모임에 나가고 있습니다.,여자는 지난달에 연극 모임을 만들었습니다.,남자는 12월에 대학로에서 공연을 합니다.,2011-04-17T00:00:00,,international,38011,Elementary,t22-l1-p3b-q27-d,,42008,36001,,들은 내용과 같은 것을 고르십시오.,,,"[40008L, 38011L]",여자는 매주 토요일에 연극 모임이 있습니다.,22003,listen and answer qs 27/8 3pts,,37006,28,37006,1,42008,22,t22-l1-p3b-q27-i,"<div class=""dialogue"">남자: 수미 씨, 요즘 왜 그렇게 바빠요?</div>
<div class=""dialogue"">여자: 지난달부터 회사 연극 모임에 나가고 있어요.</div>
<div class=""dialogue"">남자: 연극 모임요? 연극 보는 모임이에요?</div>
<div class=""dialogue"">여자: 네. 토요일마다 연극도 보고 공연 연습도 해요. 
그래서 12월 말에는 공연도 하고요.</div>
<div class=""dialogue"">남자: 그래요? 수미 씨 얘기를 들으니까 저도 그 모임에 나가고 싶네요.</div>",4,38011,,※ [27~28] 다음을 듣고 물음에 답하십시오. (각 3점),3,,True,,31001,2011-07-11T23:29:59,Listening,,3,,,
,,,301호는 화장실 앞에 있습니다.,휴게실은 회의실 앞에 있습니다.,화장실은 휴게실 옆에 있습니다.,2011-04-17T00:00:00,True,international,38020,Elementary,,,,40014,True,"(3점)
<div class=""center""><img src=""/topik/t22-l1-p4b-q43.png"" /></div>",4,,,회의실은 화장실 옆에 있습니다.,22003,read image choose incorrect,,37011,43,37011,1,,22,,,4,38020,,※ [41~43] 다음을 읽고 맞지 <u>않는</u> 것을 고르십시오.,4,,False,,31001,2011-07-12T20:27:26,Reading,,3,,True,
,,,작은 소리로 이야기해야 합니다.,이 미술관에 사람들이 많이 갑니다.,미술관에서 사진을 찍어 줍니다.,2011-04-17T00:00:00,,international,38024,Elementary,,,36021,40014,,이 글의 내용과 같은 것을 고르십시오. (4점),,,"[37016L, 38024L]",음식을 가지고 들어가면 안 됩니다.,22003,read and answer 51-52,,38023,52,38023,1,36021,22,,,3,38024,,※ [51~52] 다음을 읽고 물음에 답하십시오.,4,,True,,31001,2011-07-12T20:53:27,Reading,"<p class=""indent"">
요즘 많은 사랑을 받고 있는 미술관이 있습니다. 
여기에서는 그림을 손으로 만질 수도 있고 사진을 찍을 수도 있습니다. 
음식을 먹으면서 친구들과 큰 소리로 이야기해도 됩니다. 
그리고 그림을 직접 그려 볼 수도 있습니다. 
이 미술관에서는 누구든지 ( ㉠ ) 구경할 수 있습니다.
</p>",4,,,
,,,수영을 배워 보십시오,어린이와 함께 오십시오,수영 선생님을 찾습니다,2011-04-17T00:00:00,,international,38026,Elementary,,,38025,40014,,이 글의 제목으로 알맞은 것을 고르십시오.,,,"[38026L, 44011L]",수영 교실이 문을 열었습니다,22003,read and answer 53-54 3pts,,37018,53,37018,1,38025,22,,,2,38026,,※ [53~54] 다음을 읽고 물음에 답하십시오. (각 3점),4,,True,,31001,2011-07-12T20:58:43,Reading,"<div class=""center"">( ).</div>
<p class=""indent"">
7월에 문을 여는 ‘남산스포츠센터’ 어린이 수영 교실에서는 친절한 수영 선생님이 필요합니다. 
어린이에게 수영을 가르쳐 본 경험이 있어야 합니다. 
수업은 매주 수요일과 토요일 오후에 있습니다. 
관심이 있으신 분은 5월 31일까지 신청 서류를 이메일(swim@namsan.com)로 보내시면 됩니다.
</p>",3,,,
,,,반갑습니다.,고맙습니다.,괜찮습니다.,2011-04-17T00:00:00,True,international,39002,Elementary,t22-l1-p3b-q07-d,,,36001,True,,2,"<div class=""dialogue"">남자: 정말 미안함니다.</div>
<div class=""dialogue"">여자: _____________________________</div>",,좋겠습니다.,22003,listen and respond 4pts,t22-l1-p3b-q07,42001,7,42001,1,,22,,,2,39002,,※ [7~8] 다음을 듣고 &lt;보기&gt;와 같이 다음 말에 이어지는 것을 고르십시오. (각 4점),3,,False,,31001,2011-07-11T22:42:53,Listening,,4,,,
,,,가게,도서관,교실,2011-04-17T00:00:00,True,international,39004,Elementary,t22-l1-p3b-q09-d,,,36001,True,(3점),1,"<div class=""dialogue"">남자: 이 주스 얼마예요?</div>
<div class=""dialogue"">여자: 천오백 원입니다.</div>",,운동장,22003,listen choose setting,t22-l1-p3b-q09,39003,9,39003,1,,22,,,1,39004,,※ [9~11] 여기는 어디입니까? &lt;보기&gt;와 같이 알맞은 것을 고르십시오.,3,,False,,31001,2011-07-11T22:49:57,Listening,,3,,,
,,,여기에서 꽃집이 보입니다.,지하철역 근처에 병원이 있습니다.,꽃집은 병원 안에 있습니다.,2011-04-17T00:00:00,True,international,39006,Elementary,t22-l1-p3b-q23-d,,,36001,True,,3,"<div class=""dialogue"">남자: 실례지만 이 근처에 꽃집이 있어요?</div>
<div class=""dialogue"">여자: 네. 저기 지하철역 옆에 병원 보이지요?</div>
<div class=""dialogue"">남자: 오른쪽 하얀색 건물 말씀이세요?</div>
<div class=""dialogue"">여자: 네. 거기서 왼쪽으로 가면 꽃집이 있을 거예요.</div>",,오른쪽으로 가면 꽃집이 있습니다.,22003,listen pick matching content 3pts,t22-l1-p3b-q23,42007,23,42007,1,,22,,,3,39006,,※ [23~24] 다음을 듣고 대화 내용과 같은 것을 고르십시오. (각 3점),3,,False,,31001,2011-07-11T23:18:34,Listening,,3,,True,
,,,남자는 옷을 사려고 합니다.,남자는 ‘푸른 가게’를 처음 들었습니다.,여자는 버릴 옷을 찾고 있습니다.,2011-04-17T00:00:00,,international,39008,Elementary,t22-l1-p3b-q29-d,,40011,36001,,들은 내용과 같은 것을 고르십시오.,,,"[41010L, 39008L]",여자는 옷이 작아져서 버리려고 했습니다.,22003,listen and answer qs 29/30 4pts,,38012,30,38012,1,40011,22,t22-l1-p3b-q29-i,"<div class=""dialogue"">여자: 민수 씨, 그 옷을 다 버리는 거예요?</div>
<div class=""dialogue"">남자: 네. 오래 전에 산 옷들인데 지금은 작아져서 입을 수가 없어요.</div>
<div class=""dialogue"">여자: 그럼 그냥 버리지 말고 사거리에 있는 ‘푸른 가게’로 가져가세요.</div>
<div class=""dialogue"">남자: ‘푸른 가게’가 뭐예요?</div>
<div class=""dialogue"">여자: 거기는 옷을 갖다 주면 다른 사람들에게 그 옷을 다시 싸게 팔아요. 
그리고 옷을 판 돈으로 어려운 사람들을 도와줘요.</div>
<div class=""dialogue"">남자: 그래요? 그럼 더 가지고 갈 게 있는지 찾아봐야겠어요.</div>",3,39008,,※ [29~30] 다음을 듣고 물음에 답하십시오. (각 4점),3,,True,,31001,2011-07-11T23:43:46,Listening,,4,,,
,,,이곳에서 만나십시오.,이곳으로 들어가십시오.,이곳으로 보내십시오.,2011-04-17T00:00:00,True,international,39010,Elementary,,,,40014,True,"<div class=""boxedpart"">출입구</a>",3,,,이곳에서 기다리십시오.,22003,read sign choose meaning,,40015,33,40015,1,,22,,,3,39010,,※ [31~33] 다음을 읽고 관계있는 것을 고르십시오. (각 3점),4,,False,,31001,2011-07-12T19:58:16,Reading,,3,,True,
,,,날씨,시간,약속,2011-04-17T00:00:00,True,international,39011,Elementary,,,,40014,True,"<div class=""boxedpart"">비가 옵니다. 조금 춥습니다.</div>",1,,,여행,22003,read choose topic 3pts,,46001,35,46001,1,,22,,,1,39011,,※ [34~36] 무엇에 대한 이야기입니까? &lt;보기&gt;와 같이 알맞은 것을 고르십시오. (각 3점),4,,False,,31001,2011-07-12T20:06:11,Reading,,3,,True,
4,,,아버지는 노래를 하십니다.,저는 가족 음악회를 하고 싶습니다.,어머니는 피아노를 치십니다.,2011-04-17T00:00:00,True,international,39014,Elementary,,,,40014,False,"(4점)
<div class=""boxedpart""><p class=""indent"">
우리 가족은 한 달에 한 번 가족 음악회를 합니다. 
저는 피아노를 칩니다. 
부모님은 노래를 부르십니다.
</p></div>",1,,,우리 가족은 음악회에 자주 갑니다.,22003,read choose correct,,38021,45,38021,1,,22,,,1,39014,,※ [44~47] 다음의 내용과 같은 것을 고르십시오.,4,,False,,31001,2011-07-12T20:30:57,Reading,,4,,True,
,,,물은 건강에 좋습니다.,차가운 물이 몸에 좋습니다.,물을 빨리 마셔야 합니다.,2011-04-17T00:00:00,,international,39015,Elementary,,,,40014,,"(4점)
<div class=""boxedpart""><p class=""indent"">
물은 우리 몸에 아주 중요합니다. 
하루에 열 잔 정도의 물을 마시면 건강에 좋습니다. 
차가운 물보다 따뜻한 물을 천천히 마시는 것이 좋습니다.
</p></div>",,,,물을 하루에 열 잔 마셔야 합니다.,22003,read choose main idea,,37013,50,37013,1,,22,,,1,39015,,※ [48~50] 다음을 읽고 중심 생각을 고르십시오.,4,,False,,31001,2011-07-12T20:39:04,Reading,,4,,,
,,,가을,거울,고을,2011-04-17T00:00:00,True,international,40001,Elementary,t22-l1-p3b-q01-d,,,36001,True,(4점),4,( 겨울 )이 좋아요.,,겨울,22003,listening for word,t22-l1-p3b-q02,37002,2,37002,1,,22,,,4,40001,,※ [1~2] 다음을 듣고 &lt;보기&gt;와 같이 ( )에 알맞은 것을 고르십시오.,3,,False,,31001,2011-07-11T22:30:12,Listening,,4,,True,
,,,극장,병원,식당,,,,40002,,,,,,,"<div class=""dialogue"">가: 어디가 아프세요?</div>
<div class=""dialogue"">나: 배가 아파요.</div>",,,,회사,,,t22-l1-p3b-q09-e,,0,,,,,,,3,40002,,,,,,,,2011-07-11T22:49:57,,,,,,
,,,남자는 학생입니다.,남자는 한국어를 가르칩니다.,여자는 학교에 다닙니다.,,,,40004,,,,,,,"<div class=""dialogue"">남자: 지금 한국어를 공부해요?</div>
<div class=""dialogue"">여자: 네. 한국 친구한테서 한국어를 배워요.</div>",,,,여자는 한국어를 공부합니다.,,,t22-l1-p3b-q18-e,,0,,,,,,,4,40004,,,,,,,,2011-07-11T23:10:16,,,,,,
3,,,남자는 내일 여자를 만날 겁니다.,남자는 집에서 여자를 기다릴 겁니다.,여자는 내일 오후에 일이 많습니다.,2011-04-17T00:00:00,True,international,40005,Elementary,t22-l1-p3b-q18-d,,,36001,False,(3점),1,"<div class=""dialogue"">여자: 내일 오후에 자전거 타러 갈까요?</div>
<div class=""dialogue"">남자: 좋아요. 그러면 제가 수미 씨 집 앞으로 갈게요.</div>",,여자는 오늘 자전거를 타고 싶어합니다.,22003,listen pick matching content,t22-l1-p3b-q18,42005,18,42005,1,,22,,,1,40005,,※ [18~22] 다음을 듣고 &lt;보기&gt;와 같이 대화 내용과 같은 것을 고르십시오.,3,,False,,31001,2011-07-11T23:10:17,Listening,,3,,True,
,,,남자는 지금 회사에 없습니다.,남자는 오늘 여자를 도와줄 겁니다.,여자는 컴퓨터를 사고 싶어합니다.,2011-04-17T00:00:00,True,international,40006,Elementary,t22-l1-p3b-q18-d,,,36001,True,(4점),2,"<div class=""dialogue"">여자: 민수 씨, 몇 시에 퇴근하세요?</div>
<div class=""dialogue"">남자: 지금 퇴근하려고 하는데 무슨 일 있어요?</div>
<div class=""dialogue"">여자: 오늘 저녁에 컴퓨터를 사고 싶은데 좀 도와주세요.</div>
<div class=""dialogue"">남자: 어떻게 하지요? 오늘 저녁에 다른 약속이 있는데요.</div>",,여자는 오늘 저녁에 약속이 있습니다.,22003,listen pick matching content,t22-l1-p3b-q20,42005,20,42005,1,,22,,,2,40006,,※ [18~22] 다음을 듣고 &lt;보기&gt;와 같이 대화 내용과 같은 것을 고르십시오.,3,,False,,31001,2011-07-11T23:13:09,Listening,,4,,,
